ASTA_ID;pre_raster;vuosi;F5m_sum;sum_total;canopy_per;Join_Count;TARGET_FID;JOIN_FID;OBJECTID_1;OBJECTID_2;objectid;forestused;declaratio;processing;declarat_1;declarat_2;declarat_3;standnumbe;standnum_1;area;maingroup;subgroup;fertilityc;soiltype;declarat_4;declarat_5;meanage;meandiamet;habitatcod;detailedha;otherhabit;cuttingpur;cuttingrea;regenerati;declsoilpr;declregene;habitatope;forestdama;completion;regensoilp;regenera_1;regenera_2;regenera_3;regenera_4;declarat_6;declarat_7;standarriv;standarr_1;regenera_5;datasource;creationti;updatetime;Shape_Leng;Shape_Area;Cutting_ye;ASTA_ID_1
11;33;2017;1330;3617;36,77080453410;1;7;29;7298;7298;6666343;1-2013-25764;;1;50;0;;304;0;2,60000000000;1;1;2;20;8;2;100;32,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-02-27;2;2013-02-27;2;;0;2015-05-16;2015-05-16;776,23881168500;25957,87379840000;2013,00000000000;11,00000000000
5;34;2017;492;953;51,62644281220;1;4;26;7261;7262;18492722;1-2017-10451;;1;40;2;;317;0;0,60000000000;1;3;3;60;5;2;50;20,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2017-01-27;2;2017-01-27;2;;0;2017-02-07;2017-02-07;547,70352556700;6160,26635003000;2017,00000000000;5,00000000000
4;35;2017;492;953;51,62644281220;1;4;25;7261;7261;18492721;1-2017-10451;;1;40;2;;316;0;1,20000000000;1;1;2;20;8;2;80;29,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2017-01-27;2;2017-01-27;2;;0;2017-02-07;2017-02-07;528,20398828000;12425,32574990000;2017,00000000000;4,00000000000
7;36;2017;208;402;51,74129353230;1;5;26;7262;7262;18492722;1-2017-10451;;1;40;2;;317;0;0,60000000000;1;3;3;60;5;2;50;20,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2017-01-27;2;2017-01-27;2;;0;2017-02-07;2017-02-07;547,70352556700;6160,26635003000;2017,00000000000;7,00000000000
9;37;2017;539;1328;40,58734939760;1;6;29;7296;7298;6666343;1-2013-25764;;1;50;0;;304;0;2,60000000000;1;1;2;20;8;2;100;32,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-02-27;2;2013-02-27;2;;0;2015-05-16;2015-05-16;776,23881168500;25957,87379840000;2013,00000000000;9,00000000000
10;38;2017;1330;3617;36,77080453410;1;7;28;7298;7296;6666341;1-2013-25764;;1;50;0;;48;0;1,20000000000;1;1;2;20;8;2;100;32,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-02-27;2;2013-02-27;2;;0;2015-05-16;2015-05-16;734,34122989600;12416,81160700000;2013,00000000000;10,00000000000
6;39;2017;208;402;51,74129353230;1;5;25;7262;7261;18492721;1-2017-10451;;1;40;2;;316;0;1,20000000000;1;1;2;20;8;2;80;29,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2017-01-27;2;2017-01-27;2;;0;2017-02-07;2017-02-07;528,20398828000;12425,32574990000;2017,00000000000;6,00000000000
8;40;2017;539;1328;40,58734939760;1;6;28;7296;7296;6666341;1-2013-25764;;1;50;0;;48;0;1,20000000000;1;1;2;20;8;2;100;32,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-02-27;2;2013-02-27;2;;0;2015-05-16;2015-05-16;734,34122989600;12416,81160700000;2013,00000000000;8,00000000000
11;41;2020;1180;3583;32,93329612060;1;7;29;7298;7298;6666343;1-2013-25764;;1;50;0;;304;0;2,60000000000;1;1;2;20;8;2;100;32,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-02-27;2;2013-02-27;2;;0;2015-05-16;2015-05-16;776,23881168500;25957,87379840000;2013,00000000000;11,00000000000
5;42;2020;497;942;52,76008492570;1;4;26;7261;7262;18492722;1-2017-10451;;1;40;2;;317;0;0,60000000000;1;3;3;60;5;2;50;20,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2017-01-27;2;2017-01-27;2;;0;2017-02-07;2017-02-07;547,70352556700;6160,26635003000;2017,00000000000;5,00000000000
4;43;2020;497;942;52,76008492570;1;4;25;7261;7261;18492721;1-2017-10451;;1;40;2;;316;0;1,20000000000;1;1;2;20;8;2;80;29,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2017-01-27;2;2017-01-27;2;;0;2017-02-07;2017-02-07;528,20398828000;12425,32574990000;2017,00000000000;4,00000000000
7;44;2020;202;400;50,50000000000;1;5;26;7262;7262;18492722;1-2017-10451;;1;40;2;;317;0;0,60000000000;1;3;3;60;5;2;50;20,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2017-01-27;2;2017-01-27;2;;0;2017-02-07;2017-02-07;547,70352556700;6160,26635003000;2017,00000000000;7,00000000000
9;45;2020;514;1325;38,79245283020;1;6;29;7296;7298;6666343;1-2013-25764;;1;50;0;;304;0;2,60000000000;1;1;2;20;8;2;100;32,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-02-27;2;2013-02-27;2;;0;2015-05-16;2015-05-16;776,23881168500;25957,87379840000;2013,00000000000;9,00000000000
10;46;2020;1180;3583;32,93329612060;1;7;28;7298;7296;6666341;1-2013-25764;;1;50;0;;48;0;1,20000000000;1;1;2;20;8;2;100;32,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-02-27;2;2013-02-27;2;;0;2015-05-16;2015-05-16;734,34122989600;12416,81160700000;2013,00000000000;10,00000000000
6;47;2020;202;400;50,50000000000;1;5;25;7262;7261;18492721;1-2017-10451;;1;40;2;;316;0;1,20000000000;1;1;2;20;8;2;80;29,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2017-01-27;2;2017-01-27;2;;0;2017-02-07;2017-02-07;528,20398828000;12425,32574990000;2017,00000000000;6,00000000000
8;48;2020;514;1325;38,79245283020;1;6;28;7296;7296;6666341;1-2013-25764;;1;50;0;;48;0;1,20000000000;1;1;2;20;8;2;100;32,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-02-27;2;2013-02-27;2;;0;2015-05-16;2015-05-16;734,34122989600;12416,81160700000;2013,00000000000;8,00000000000
12;49;2009;1567;2253;69,55170883270;1;8;35;12126;12126;18499013;1-2017-11447;;1;40;2;;1;0;0,38000000000;0;0;2;20;8;2;0;0,00000000000;1;1;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2017-01-30;2;2017-01-30;2;;0;2017-02-10;2017-02-10;290,04482299300;3754,45103420000;2017,00000000000;12,00000000000
12;50;2017;2100;2296;91,46341463410;1;8;35;12126;12126;18499013;1-2017-11447;;1;40;2;;1;0;0,38000000000;0;0;2;20;8;2;0;0,00000000000;1;1;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2017-01-30;2;2017-01-30;2;;0;2017-02-10;2017-02-10;290,04482299300;3754,45103420000;2017,00000000000;12,00000000000
12;51;2020;1822;2231;81,66741371580;1;8;35;12126;12126;18499013;1-2017-11447;;1;40;2;;1;0;0,38000000000;0;0;2;20;8;2;0;0,00000000000;1;1;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2017-01-30;2;2017-01-30;2;;0;2017-02-10;2017-02-10;290,04482299300;3754,45103420000;2017,00000000000;12,00000000000
13;52;2009;409;520;78,65384615380;1;9;61;15862;15862;18263606;1-2016-89452;;1;40;2;;1;0;0,49000000000;0;0;2;20;8;4;0;0,00000000000;0;0;0;3;5;0;521;303;0;0;0;0;0;0;0;0,00000000000;2016-10-28;2;2016-10-28;2;;0;2016-10-31;2016-10-31;404,21667032400;4897,26274392000;2016,00000000000;13,00000000000
13;53;2017;8;523;1,52963671128;1;9;61;15862;15862;18263606;1-2016-89452;;1;40;2;;1;0;0,49000000000;0;0;2;20;8;4;0;0,00000000000;0;0;0;3;5;0;521;303;0;0;0;0;0;0;0;0,00000000000;2016-10-28;2;2016-10-28;2;;0;2016-10-31;2016-10-31;404,21667032400;4897,26274392000;2016,00000000000;13,00000000000
13;54;2020;8;522;1,53256704981;1;9;61;15862;15862;18263606;1-2016-89452;;1;40;2;;1;0;0,49000000000;0;0;2;20;8;4;0;0,00000000000;0;0;0;3;5;0;521;303;0;0;0;0;0;0;0;0,00000000000;2016-10-28;2;2016-10-28;2;;0;2016-10-31;2016-10-31;404,21667032400;4897,26274392000;2016,00000000000;13,00000000000
22;55;2009;721;1509;47,77998674620;1;16;69;17555;17555;10921692;1-2015-121766;;1;50;2;;151;0;1,50000000000;0;0;2;10;8;2;0;0,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2015-06-01;2;2015-06-01;2;;0;2018-06-02;2018-06-02;589,86008882800;15131,80765520000;2015,00000000000;22,00000000000
18;56;2009;1316;1766;74,51868629670;1;14;67;17553;17553;16073022;1-2015-179209;;1;50;2;;152;0;0,80000000000;0;0;0;0;0;0;0;0,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-06-23;1;2015-06-23;1;;0;2018-06-24;2018-06-24;359,67994036000;7532,49232095000;2015,00000000000;18,00000000000
14;57;2009;539;818;65,89242053790;1;10;62;16969;16969;7431064;1-2014-24344;;1;50;0;;530;0;0,30000000000;1;1;2;22;8;1;69;27,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2014-01-08;2;2014-01-08;2;;0;2017-01-09;2017-01-09;445,53113905800;3009,99761763000;2014,00000000000;14,00000000000
21;58;2009;721;1509;47,77998674620;1;16;68;17555;17554;10921680;1-2015-121766;;1;32;2;;151;0;1,50000000000;0;0;2;10;8;2;0;0,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2015-06-01;2;2015-06-01;2;;0;2015-06-02;2015-06-02;589,86008882800;15131,80765520000;2015,00000000000;21,00000000000
19;59;2009;721;1509;47,77998674620;1;15;68;17554;17554;10921680;1-2015-121766;;1;32;2;;151;0;1,50000000000;0;0;2;10;8;2;0;0,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2015-06-01;2;2015-06-01;2;;0;2015-06-02;2015-06-02;589,86008882800;15131,80765520000;2015,00000000000;19,00000000000
16;60;2009;872;1124;77,58007117440;1;12;64;17035;17035;18644463;1-2017-32843;;1;40;2;;60;0;0,60000000000;0;0;2;10;8;2;0;0,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2017-04-12;2;2017-04-12;2;;0;2017-04-24;2017-04-24;492,81756516800;7193,70561648000;2017,00000000000;16,00000000000
17;61;2009;1665;1736;95,91013824880;1;13;65;17211;17211;7372337;1-2013-24674;;1;50;0;;398;0;1,30000000000;1;1;2;20;8;2;92;30,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-01-10;2;2013-01-10;2;;0;2015-05-16;2015-05-16;508,71796072100;12798,94115430000;2013,00000000000;17,00000000000
20;62;2009;721;1509;47,77998674620;1;15;69;17554;17555;10921692;1-2015-121766;;1;50;2;;151;0;1,50000000000;0;0;2;10;8;2;0;0,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2015-06-01;2;2015-06-01;2;;0;2018-06-02;2018-06-02;589,86008882800;15131,80765520000;2015,00000000000;20,00000000000
15;63;2009;720;1010;71,28712871290;1;11;63;16971;16971;6605271;1-2013-25683;;1;50;0;;2;0;0,13000000000;0;0;2;22;8;2;0;0,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-02-20;2;2013-02-20;2;;0;2015-05-16;2015-05-16;175,45708896300;1324,76814426000;2013,00000000000;15,00000000000
16;64;2015;933;1206;77,36318407960;1;12;64;17035;17035;18644463;1-2017-32843;;1;40;2;;60;0;0,60000000000;0;0;2;10;8;2;0;0,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2017-04-12;2;2017-04-12;2;;0;2017-04-24;2017-04-24;492,81756516800;7193,70561648000;2017,00000000000;16,00000000000
14;65;2015;511;770;66,36363636360;1;10;62;16969;16969;7431064;1-2014-24344;;1;50;0;;530;0;0,30000000000;1;1;2;22;8;1;69;27,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2014-01-08;2;2014-01-08;2;;0;2017-01-09;2017-01-09;445,53113905800;3009,99761763000;2014,00000000000;14,00000000000
15;66;2015;22;1032;2,13178294574;1;11;63;16971;16971;6605271;1-2013-25683;;1;50;0;;2;0;0,13000000000;0;0;2;22;8;2;0;0,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-02-20;2;2013-02-20;2;;0;2015-05-16;2015-05-16;175,45708896300;1324,76814426000;2013,00000000000;15,00000000000
22;67;2017;204;1509;13,51888667990;1;16;69;17555;17555;10921692;1-2015-121766;;1;50;2;;151;0;1,50000000000;0;0;2;10;8;2;0;0,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2015-06-01;2;2015-06-01;2;;0;2018-06-02;2018-06-02;589,86008882800;15131,80765520000;2015,00000000000;22,00000000000
18;68;2017;1636;1847;88,57606930160;1;14;67;17553;17553;16073022;1-2015-179209;;1;50;2;;152;0;0,80000000000;0;0;0;0;0;0;0;0,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-06-23;1;2015-06-23;1;;0;2018-06-24;2018-06-24;359,67994036000;7532,49232095000;2015,00000000000;18,00000000000
14;69;2017;757;865;87,51445086710;1;10;62;16969;16969;7431064;1-2014-24344;;1;50;0;;530;0;0,30000000000;1;1;2;22;8;1;69;27,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2014-01-08;2;2014-01-08;2;;0;2017-01-09;2017-01-09;445,53113905800;3009,99761763000;2014,00000000000;14,00000000000
21;70;2017;204;1509;13,51888667990;1;16;68;17555;17554;10921680;1-2015-121766;;1;32;2;;151;0;1,50000000000;0;0;2;10;8;2;0;0,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2015-06-01;2;2015-06-01;2;;0;2015-06-02;2015-06-02;589,86008882800;15131,80765520000;2015,00000000000;21,00000000000
19;71;2017;204;1509;13,51888667990;1;15;68;17554;17554;10921680;1-2015-121766;;1;32;2;;151;0;1,50000000000;0;0;2;10;8;2;0;0,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2015-06-01;2;2015-06-01;2;;0;2015-06-02;2015-06-02;589,86008882800;15131,80765520000;2015,00000000000;19,00000000000
16;72;2017;443;1202;36,85524126460;1;12;64;17035;17035;18644463;1-2017-32843;;1;40;2;;60;0;0,60000000000;0;0;2;10;8;2;0;0,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2017-04-12;2;2017-04-12;2;;0;2017-04-24;2017-04-24;492,81756516800;7193,70561648000;2017,00000000000;16,00000000000
